gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Charges_Per_Tenure,TotalCharges
Male,0,Yes,40,Yes,Yes,DSL,Month-to-month,74.55,No,1.818292682926829,2982.0
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,73.6,Yes,36.8,73.6
Male,0,No,23,Yes,No,DSL,One year,64.9,No,2.704166666666667,1492.7
Female,1,No,4,Yes,Yes,Fiber optic,Month-to-month,95.45,Yes,19.09,381.8
Male,0,No,4,Yes,No,Fiber optic,Month-to-month,90.4,No,18.080000000000002,361.6
Female,0,Yes,68,No,No,DSL,Two year,60.3,No,0.8739130434782608,4100.4
Male,0,Yes,38,Yes,Yes,Fiber optic,Month-to-month,81.85,No,2.0987179487179484,3110.2999999999997
Male,0,Yes,52,Yes,Yes,DSL,Two year,24.8,No,0.4679245283018868,1289.6000000000001
Male,1,No,32,Yes,Yes,Fiber optic,Month-to-month,74.9,Yes,2.26969696969697,2396.8
Male,0,Yes,29,Yes,No,DSL,Two year,75.55,No,2.518333333333333,2190.95
Male,1,Yes,38,Yes,Yes,Fiber optic,Month-to-month,101.15,No,2.5935897435897437,3843.7000000000003
Male,0,Yes,48,Yes,Yes,DSL,One year,78.75,No,1.6071428571428572,3780.0
Female,0,No,1,Yes,No,DSL,Month-to-month,19.25,No,9.625,19.25
Female,0,No,22,Yes,No,Fiber optic,Month-to-month,89.05,No,3.8717391304347823,1959.1
Female,0,No,43,Yes,Yes,Fiber optic,Two year,115.05,No,2.6147727272727272,4947.15
Female,1,No,5,Yes,No,Fiber optic,Month-to-month,69.35,No,11.558333333333332,346.75
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,80.6,Yes,13.433333333333332,403.0
Male,0,Yes,51,Yes,Yes,Fiber optic,One year,110.05,No,2.1163461538461537,5612.55
Male,0,No,71,Yes,No,DSL,Two year,19.9,No,0.27638888888888885,1412.8999999999999
Female,0,Yes,38,Yes,No,DSL,One year,80.3,Yes,2.0589743589743588,3051.4
Male,1,No,24,Yes,No,Fiber optic,Month-to-month,93.15,Yes,3.7260000000000004,2235.6000000000004
Male,0,No,35,Yes,Yes,Fiber optic,Month-to-month,91.5,No,2.5416666666666665,3202.5
Female,1,No,54,Yes,Yes,DSL,One year,82.45,Yes,1.4990909090909093,4452.3
Female,0,Yes,72,No,No,DSL,Two year,60.0,No,0.821917808219178,4320.0
Male,0,No,1,Yes,No,DSL,Month-to-month,44.8,No,22.4,44.8
Female,0,Yes,9,Yes,No,DSL,One year,48.6,No,4.86,437.40000000000003
Male,0,No,69,No,No,DSL,Two year,60.05,No,0.8578571428571428,4143.45
Female,0,No,52,Yes,Yes,Fiber optic,Month-to-month,102.7,No,1.937735849056604,5340.400000000001
Female,1,No,11,Yes,No,Fiber optic,Month-to-month,82.9,No,6.908333333333334,911.9000000000001
Female,1,No,2,Yes,No,Fiber optic,Month-to-month,70.35,Yes,23.45,140.7
Female,1,Yes,28,No,No,DSL,Month-to-month,35.9,No,1.2379310344827585,1005.1999999999999
Female,1,No,17,Yes,Yes,Fiber optic,Month-to-month,82.65,No,4.591666666666667,1405.0500000000002
Female,0,Yes,35,Yes,No,DSL,Two year,19.85,No,0.5513888888888889,694.75
Female,0,No,8,Yes,No,DSL,One year,19.2,No,2.1333333333333333,153.6
Male,0,No,46,Yes,Yes,Fiber optic,One year,94.9,No,2.019148936170213,4365.400000000001
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,73.85,Yes,9.23125,516.9499999999999
Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,80.6,Yes,26.866666666666664,161.2
Male,0,Yes,68,Yes,Yes,DSL,One year,75.8,Yes,1.098550724637681,5154.4
Female,0,No,43,Yes,Yes,Fiber optic,Two year,104.6,Yes,2.377272727272727,4497.8
Female,0,No,68,Yes,Yes,DSL,Two year,88.15,No,1.277536231884058,5994.200000000001
Female,0,No,36,Yes,No,Fiber optic,Month-to-month,94.8,No,2.562162162162162,3412.7999999999997
Male,0,No,63,Yes,Yes,Fiber optic,Month-to-month,103.4,Yes,1.615625,6514.200000000001
Female,1,No,32,Yes,No,DSL,Month-to-month,54.65,No,1.656060606060606,1748.8
Female,0,No,71,Yes,Yes,DSL,Two year,85.75,No,1.1909722222222223,6088.25
Female,0,Yes,66,Yes,Yes,DSL,Month-to-month,67.45,No,1.0067164179104477,4451.7
Male,0,No,63,Yes,No,DSL,One year,20.5,No,0.3203125,1291.5
Female,0,Yes,41,Yes,No,DSL,One year,20.25,No,0.48214285714285715,830.25
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,72.1,No,36.05,72.1
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,90.4,Yes,30.133333333333336,180.8
Female,0,No,70,Yes,No,DSL,Two year,19.45,No,0.27394366197183095,1361.5
Female,0,No,23,No,No,DSL,Month-to-month,44.95,No,1.8729166666666668,1033.8500000000001
Female,1,No,64,Yes,No,Fiber optic,One year,97.0,No,1.4923076923076923,6208.0
Male,0,Yes,37,Yes,Yes,DSL,Two year,62.8,No,1.6526315789473685,2323.6
Male,0,Yes,17,Yes,No,DSL,One year,44.6,No,2.477777777777778,758.2
Female,1,No,7,Yes,No,Fiber optic,Month-to-month,89.15,No,11.14375,624.0500000000001
Male,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,84.8,Yes,16.96,339.2
Female,1,No,21,No,No,DSL,Month-to-month,41.9,Yes,1.9045454545454545,879.9
Female,0,No,10,Yes,No,Fiber optic,Month-to-month,80.25,Yes,7.295454545454546,802.5
Female,1,No,16,Yes,Yes,DSL,Month-to-month,54.1,No,3.182352941176471,865.6
Male,0,No,64,Yes,Yes,Fiber optic,Two year,105.25,No,1.6192307692307693,6736.0
Male,1,No,27,No,No,DSL,Month-to-month,30.75,Yes,1.0982142857142858,830.25
Male,0,Yes,42,Yes,Yes,Fiber optic,One year,97.1,No,2.2581395348837208,4078.2
Male,0,Yes,5,Yes,No,DSL,Month-to-month,20.2,No,3.3666666666666667,101.0
Female,0,No,41,Yes,No,Fiber optic,Two year,98.8,No,2.3523809523809525,4050.7999999999997
Male,0,No,58,Yes,No,DSL,One year,50.3,No,0.8525423728813559,2917.3999999999996
Female,0,No,47,Yes,No,DSL,Two year,20.55,No,0.42812500000000003,965.85
Male,0,No,18,Yes,No,Fiber optic,Month-to-month,75.9,No,3.9947368421052634,1366.2
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,96.5,Yes,16.083333333333332,482.5
Male,0,No,23,Yes,No,DSL,Month-to-month,59.95,No,2.497916666666667,1378.8500000000001
Female,0,No,1,Yes,No,DSL,Month-to-month,19.15,No,9.575,19.15
Male,0,No,71,Yes,Yes,Fiber optic,One year,98.65,No,1.370138888888889,7004.150000000001
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,112.6,No,1.5424657534246575,8107.2
Male,0,Yes,33,Yes,No,DSL,One year,20.6,No,0.6058823529411765,679.8000000000001
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,85.65,Yes,28.55,171.3
Male,0,Yes,24,No,No,DSL,Two year,35.75,No,1.43,858.0
Female,0,Yes,56,Yes,Yes,Fiber optic,One year,99.75,No,1.75,5586.0
Male,0,No,37,Yes,No,Fiber optic,Month-to-month,96.1,No,2.5289473684210524,3555.7
Female,0,No,43,Yes,Yes,DSL,One year,85.1,No,1.9340909090909089,3659.2999999999997
Male,0,No,1,No,No,DSL,Month-to-month,25.35,No,12.675,25.35
Female,0,No,25,Yes,Yes,Fiber optic,Month-to-month,104.95,Yes,4.036538461538462,2623.75
Female,0,No,61,Yes,Yes,DSL,Two year,89.65,No,1.445967741935484,5468.650000000001
Male,0,No,17,Yes,Yes,Fiber optic,One year,86.75,No,4.819444444444445,1474.75
Female,0,No,41,Yes,No,Fiber optic,One year,86.2,No,2.0523809523809526,3534.2000000000003
Male,0,No,1,Yes,No,DSL,Month-to-month,50.65,Yes,25.325,50.65
Male,1,Yes,72,No,No,DSL,Two year,64.8,No,0.8876712328767122,4665.599999999999
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,90.85,Yes,45.425,90.85
Male,0,No,48,Yes,Yes,Fiber optic,Two year,108.1,No,2.206122448979592,5188.799999999999
Male,1,No,11,Yes,No,DSL,Month-to-month,19.95,Yes,1.6624999999999999,219.45
Female,1,No,55,Yes,Yes,Fiber optic,Month-to-month,85.45,Yes,1.5258928571428572,4699.75
Female,0,No,42,No,No,DSL,One year,54.75,No,1.2732558139534884,2299.5
Male,0,No,44,Yes,Yes,Fiber optic,Month-to-month,90.4,No,2.008888888888889,3977.6000000000004
Male,0,Yes,1,Yes,No,DSL,Month-to-month,44.0,No,22.0,44.0
Female,0,No,27,Yes,Yes,Fiber optic,Month-to-month,95.6,No,3.414285714285714,2581.2
Male,1,No,27,Yes,Yes,DSL,Month-to-month,84.8,No,3.0285714285714285,2289.6
Female,1,No,2,Yes,No,DSL,Month-to-month,44.3,No,14.766666666666666,88.6
Female,0,No,19,Yes,No,DSL,Month-to-month,19.9,No,0.9949999999999999,378.09999999999997
Female,1,No,42,Yes,Yes,Fiber optic,Month-to-month,95.05,No,2.2104651162790696,3992.1
Female,0,No,66,Yes,Yes,DSL,Two year,90.05,No,1.3440298507462687,5943.3
Male,1,No,33,Yes,Yes,Fiber optic,Month-to-month,109.9,No,3.2323529411764707,3626.7000000000003
Female,0,No,34,Yes,No,Fiber optic,Month-to-month,73.95,Yes,2.112857142857143,2514.3
Male,1,No,33,No,No,DSL,Month-to-month,54.6,No,1.6058823529411765,1801.8
Female,0,Yes,23,Yes,No,DSL,One year,20.05,No,0.8354166666666667,461.15000000000003
Female,0,No,32,Yes,No,DSL,One year,19.75,No,0.5984848484848485,632.0
Female,0,No,11,Yes,No,DSL,One year,20.05,No,1.6708333333333334,220.55
Male,0,Yes,69,Yes,Yes,Fiber optic,Month-to-month,99.45,Yes,1.4207142857142858,6862.05
Female,0,No,68,Yes,No,DSL,One year,55.9,No,0.8101449275362319,3801.2
Male,0,No,20,Yes,No,DSL,Two year,19.7,No,0.9380952380952381,394.0
Male,0,No,72,Yes,No,DSL,Two year,19.8,No,0.27123287671232876,1425.6000000000001
Male,0,Yes,60,Yes,Yes,Fiber optic,One year,95.4,No,1.5639344262295083,5724.0
Male,1,Yes,32,Yes,No,Fiber optic,Month-to-month,93.95,No,2.846969696969697,3006.4
Female,0,No,1,Yes,No,DSL,Month-to-month,19.9,Yes,9.95,19.9
Male,0,No,1,Yes,No,DSL,Month-to-month,19.6,Yes,9.8,19.6
Male,1,No,3,Yes,Yes,Fiber optic,Month-to-month,81.35,Yes,20.3375,244.04999999999998
Female,0,No,46,Yes,Yes,DSL,One year,24.45,No,0.5202127659574468,1124.7
Female,0,No,29,Yes,Yes,Fiber optic,Month-to-month,74.95,No,2.4983333333333335,2173.55
Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,87.35,No,1.6798076923076921,4454.849999999999
Female,1,No,48,Yes,No,Fiber optic,Month-to-month,70.65,No,1.4418367346938776,3391.2000000000003
Female,0,Yes,16,Yes,No,Fiber optic,Month-to-month,73.25,No,4.3088235294117645,1172.0
Male,0,No,70,Yes,Yes,Fiber optic,Two year,98.7,No,1.3901408450704227,6909.0
Female,0,Yes,40,Yes,Yes,DSL,Two year,24.8,No,0.6048780487804878,992.0
Female,0,Yes,22,Yes,No,Fiber optic,Month-to-month,83.3,Yes,3.6217391304347823,1832.6
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,75.3,Yes,37.65,75.3
Female,0,Yes,5,Yes,Yes,DSL,Month-to-month,24.3,No,4.05,121.5
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,69.85,No,8.73125,488.94999999999993
Male,0,Yes,29,Yes,Yes,Fiber optic,One year,100.55,No,3.3516666666666666,2915.95
Male,0,Yes,44,Yes,Yes,DSL,One year,25.7,No,0.5711111111111111,1130.8
Female,0,No,10,No,No,DSL,Month-to-month,40.7,No,3.7,407.0
Female,1,No,55,Yes,Yes,DSL,Month-to-month,51.65,No,0.9223214285714285,2840.75
Male,1,No,52,Yes,Yes,Fiber optic,One year,105.1,No,1.9830188679245282,5465.2
Female,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,85.95,No,7.8136363636363635,859.5
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,75.6,No,3.978947368421052,1360.8
Female,0,No,68,Yes,Yes,DSL,One year,58.25,No,0.8442028985507246,3961.0
Female,0,Yes,61,Yes,No,DSL,Month-to-month,19.4,Yes,0.3129032258064516,1183.3999999999999
Female,0,Yes,72,No,No,DSL,Two year,65.2,No,0.8931506849315068,4694.400000000001
Male,0,No,2,Yes,No,DSL,Month-to-month,53.45,No,17.816666666666666,106.9
Male,0,No,12,Yes,No,DSL,Month-to-month,45.4,Yes,3.4923076923076923,544.8
Male,0,No,41,Yes,No,DSL,Two year,19.75,No,0.47023809523809523,809.75
Female,0,No,26,No,No,DSL,Month-to-month,44.45,No,1.6462962962962964,1155.7
Male,0,No,36,Yes,No,DSL,One year,20.85,No,0.5635135135135135,750.6
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,114.05,No,1.5623287671232877,8211.6
Male,0,No,35,Yes,Yes,Fiber optic,Month-to-month,89.85,No,2.495833333333333,3144.75
Male,0,No,1,Yes,No,DSL,Month-to-month,55.05,No,27.525,55.05
Female,0,Yes,16,Yes,Yes,Fiber optic,Month-to-month,112.95,No,6.644117647058824,1807.2
Female,1,No,49,Yes,Yes,Fiber optic,Month-to-month,101.55,No,2.031,4975.95
Female,0,No,54,Yes,Yes,Fiber optic,One year,114.65,No,2.0845454545454545,6191.1
Female,0,Yes,18,Yes,Yes,DSL,Month-to-month,64.8,No,3.4105263157894736,1166.3999999999999
Female,0,No,36,Yes,No,Fiber optic,Month-to-month,80.4,No,2.172972972972973,2894.4
Female,0,No,60,Yes,Yes,Fiber optic,Month-to-month,105.9,Yes,1.736065573770492,6354.0
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,69.55,Yes,34.775,69.55
Female,0,Yes,52,Yes,Yes,DSL,Two year,25.05,No,0.47264150943396227,1302.6000000000001
Male,0,Yes,8,Yes,No,Fiber optic,Month-to-month,94.75,No,10.527777777777779,758.0
Male,0,Yes,72,Yes,No,Fiber optic,Two year,105.5,No,1.4452054794520548,7596.0
Female,0,No,64,Yes,Yes,DSL,One year,24.7,No,0.38,1580.8
Female,1,No,22,Yes,No,DSL,Month-to-month,69.75,No,3.032608695652174,1534.5
Male,0,No,60,No,No,DSL,Month-to-month,60.2,No,0.9868852459016394,3612.0
Female,0,Yes,28,Yes,No,Fiber optic,Month-to-month,81.05,Yes,2.7948275862068965,2269.4
Female,0,No,61,Yes,Yes,DSL,Two year,24.4,No,0.39354838709677414,1488.3999999999999
Female,0,No,24,Yes,Yes,Fiber optic,Month-to-month,104.15,No,4.166,2499.6000000000004
Male,0,Yes,28,Yes,No,Fiber optic,One year,92.9,No,3.203448275862069,2601.2000000000003
Female,0,Yes,30,Yes,No,DSL,Two year,80.8,No,2.606451612903226,2424.0
Male,0,No,2,Yes,No,DSL,Month-to-month,20.0,No,6.666666666666667,40.0
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,75.1,No,37.55,75.1
Male,0,Yes,6,Yes,No,DSL,Month-to-month,19.65,No,2.807142857142857,117.89999999999999
Female,0,No,24,Yes,No,DSL,Month-to-month,69.45,No,2.778,1666.8000000000002
Male,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,101.15,Yes,20.23,404.6
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,99.8,Yes,12.475,698.6
Male,1,No,72,Yes,Yes,Fiber optic,Two year,116.05,No,1.5897260273972602,8355.6
Male,0,No,70,No,No,DSL,Two year,40.05,No,0.5640845070422534,2803.5
Male,1,No,64,Yes,Yes,Fiber optic,Two year,102.1,No,1.5707692307692307,6534.4
Male,0,Yes,72,Yes,Yes,Fiber optic,One year,89.7,No,1.2287671232876713,6458.400000000001
Female,0,Yes,44,Yes,No,DSL,Two year,19.9,No,0.4422222222222222,875.5999999999999
Female,0,Yes,13,Yes,No,DSL,Month-to-month,55.95,Yes,3.9964285714285714,727.35
Female,1,No,17,Yes,No,DSL,One year,20.65,No,1.1472222222222221,351.04999999999995
Male,0,No,1,Yes,No,DSL,Month-to-month,55.0,Yes,27.5,55.0
Male,0,No,9,Yes,No,DSL,Month-to-month,70.05,No,7.005,630.4499999999999
Male,0,No,24,Yes,No,DSL,Month-to-month,53.6,No,2.144,1286.4
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,74.7,Yes,37.35,74.7
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,80.25,Yes,3.21,1926.0
Male,1,Yes,35,Yes,No,DSL,Month-to-month,76.05,No,2.1125,2661.75
Female,0,Yes,7,Yes,No,DSL,Month-to-month,75.7,No,9.4625,529.9
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,96.1,Yes,16.016666666666666,480.5
Female,0,Yes,15,Yes,No,Fiber optic,Month-to-month,69.0,Yes,4.3125,1035.0
Male,0,Yes,11,Yes,No,DSL,Two year,19.65,No,1.6375,216.14999999999998
Female,0,No,48,No,No,DSL,Month-to-month,45.3,Yes,0.9244897959183673,2174.3999999999996
Female,1,No,20,Yes,No,Fiber optic,Month-to-month,81.45,No,3.8785714285714286,1629.0
Female,0,No,72,Yes,Yes,Fiber optic,One year,108.5,No,1.4863013698630136,7812.0
Female,0,Yes,8,Yes,No,Fiber optic,Month-to-month,83.55,Yes,9.283333333333333,668.4
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,84.5,No,1.1575342465753424,6084.0
Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,100.15,No,6.259375,1502.25
Male,0,No,72,Yes,Yes,DSL,Two year,88.6,No,1.2136986301369863,6379.2
Female,0,Yes,0,No,No,DSL,Two year,52.55,No,52.55,0.0
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,74.35,Yes,37.175,74.35
Male,0,Yes,63,Yes,Yes,Fiber optic,Two year,104.8,No,1.6375,6602.4
Female,0,No,2,Yes,No,DSL,Month-to-month,59.0,No,19.666666666666668,118.0
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,74.4,Yes,24.8,148.8
Male,1,No,61,Yes,Yes,DSL,One year,64.05,No,1.0330645161290322,3907.0499999999997
Male,0,No,1,Yes,No,DSL,Month-to-month,20.4,No,10.2,20.4
Male,0,No,22,No,No,DSL,One year,43.75,Yes,1.9021739130434783,962.5
Male,0,No,28,Yes,No,DSL,Month-to-month,60.9,No,2.1,1705.2
Female,0,No,70,Yes,No,DSL,Two year,19.8,No,0.27887323943661974,1386.0
Female,1,No,5,No,No,DSL,Month-to-month,28.45,Yes,4.741666666666666,142.25
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,99.7,Yes,7.6692307692307695,1196.4
Male,0,No,34,Yes,Yes,Fiber optic,One year,116.25,No,3.3214285714285716,3952.5
Female,1,No,71,Yes,Yes,Fiber optic,Two year,80.7,No,1.1208333333333333,5729.7
Female,0,Yes,70,Yes,Yes,DSL,One year,65.2,No,0.9183098591549296,4564.0
Female,0,Yes,52,Yes,No,Fiber optic,Month-to-month,84.05,No,1.5858490566037735,4370.599999999999
Male,0,Yes,69,Yes,Yes,DSL,Two year,79.45,No,1.135,5482.05
Female,1,No,20,Yes,Yes,Fiber optic,Month-to-month,94.1,Yes,4.480952380952381,1882.0
Male,0,Yes,11,Yes,Yes,Fiber optic,Month-to-month,78.0,No,6.5,858.0
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,94.2,Yes,31.400000000000002,188.4
Female,0,Yes,6,Yes,Yes,Fiber optic,Month-to-month,80.5,Yes,11.5,483.0
Female,0,No,1,Yes,No,DSL,Month-to-month,19.85,No,9.925,19.85
Male,1,Yes,20,Yes,No,Fiber optic,One year,94.3,No,4.4904761904761905,1886.0
Male,0,No,61,Yes,Yes,Fiber optic,Month-to-month,106.45,No,1.7169354838709678,6493.45
Female,1,No,5,Yes,Yes,Fiber optic,Month-to-month,74.35,Yes,12.391666666666666,371.75
Female,0,No,56,Yes,Yes,Fiber optic,Month-to-month,105.45,No,1.85,5905.2
Male,0,No,30,Yes,Yes,Fiber optic,Month-to-month,95.0,No,3.064516129032258,2850.0
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,104.8,Yes,2.55609756097561,4192.0
Female,0,No,28,Yes,No,DSL,One year,54.3,No,1.8724137931034481,1520.3999999999999
Female,1,No,5,Yes,No,Fiber optic,Month-to-month,70.05,No,11.674999999999999,350.25
Female,1,No,27,Yes,No,Fiber optic,Month-to-month,75.2,Yes,2.685714285714286,2030.4
Male,0,No,12,Yes,No,DSL,Month-to-month,20.05,No,1.5423076923076924,240.60000000000002
Male,0,Yes,67,Yes,Yes,Fiber optic,One year,105.4,No,1.55,7061.8
Male,1,No,29,Yes,Yes,DSL,Month-to-month,51.6,No,1.72,1496.4
Male,0,Yes,55,Yes,Yes,Fiber optic,Month-to-month,85.5,No,1.5267857142857142,4702.5
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,75.6,Yes,3.15,1738.8
Male,0,No,34,Yes,Yes,Fiber optic,Month-to-month,100.05,Yes,2.8585714285714285,3401.7
Male,0,No,52,Yes,No,Fiber optic,One year,91.25,No,1.721698113207547,4745.0
Male,1,Yes,72,Yes,Yes,Fiber optic,Two year,115.75,No,1.5856164383561644,8334.0
Male,0,Yes,58,Yes,Yes,Fiber optic,One year,94.7,No,1.605084745762712,5492.6
Male,0,Yes,35,Yes,No,DSL,Two year,19.6,No,0.5444444444444445,686.0
Female,1,No,56,Yes,Yes,Fiber optic,Two year,99.9,No,1.7526315789473685,5594.400000000001
Female,0,Yes,24,Yes,No,DSL,Two year,21.1,No,0.8440000000000001,506.40000000000003
Male,0,Yes,70,Yes,No,DSL,Two year,20.05,No,0.2823943661971831,1403.5
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,79.95,No,26.650000000000002,159.9
Male,1,Yes,68,Yes,Yes,Fiber optic,One year,107.15,No,1.5528985507246378,7286.200000000001
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,85.0,Yes,42.5,85.0
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,89.55,No,6.888461538461538,1074.6
Female,0,No,63,Yes,Yes,Fiber optic,Month-to-month,81.55,No,1.27421875,5137.65
Female,0,Yes,33,Yes,No,DSL,One year,58.45,No,1.7191176470588236,1928.8500000000001
Female,0,No,69,Yes,No,Fiber optic,One year,95.65,No,1.3664285714285715,6599.85
Female,0,Yes,60,Yes,No,DSL,Two year,80.6,No,1.321311475409836,4836.0
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,113.1,No,1.5493150684931507,8143.2
Female,0,No,11,Yes,Yes,DSL,Month-to-month,58.95,No,4.9125000000000005,648.45
Female,0,No,1,Yes,No,DSL,Month-to-month,19.55,No,9.775,19.55
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,86.05,Yes,7.822727272727272,860.5
Male,0,No,13,No,No,DSL,Month-to-month,45.55,Yes,3.2535714285714286,592.15
Male,0,Yes,34,Yes,No,Fiber optic,One year,78.95,No,2.255714285714286,2684.3
Male,0,Yes,39,Yes,No,Fiber optic,Month-to-month,86.3,Yes,2.1574999999999998,3365.7
Female,0,No,65,Yes,Yes,Fiber optic,One year,105.05,No,1.5916666666666666,6828.25
Male,1,No,50,Yes,Yes,Fiber optic,One year,101.9,No,1.9980392156862745,5095.0
Male,0,No,15,Yes,No,DSL,Month-to-month,19.75,No,1.234375,296.25
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,110.3,No,1.510958904109589,7941.599999999999
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,115.6,No,1.5835616438356164,8323.199999999999
Male,0,Yes,55,Yes,No,DSL,Two year,19.35,No,0.34553571428571433,1064.25
Female,0,Yes,23,Yes,Yes,DSL,Two year,25.6,No,1.0666666666666667,588.8000000000001
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,80.35,Yes,2.4348484848484846,2571.2
Female,0,Yes,56,Yes,Yes,DSL,One year,68.75,No,1.206140350877193,3850.0
Female,0,No,1,Yes,No,DSL,Month-to-month,19.9,No,9.95,19.9
Male,0,No,38,Yes,No,DSL,One year,70.6,No,1.81025641025641,2682.7999999999997
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,70.2,No,5.8500000000000005,772.2
Male,0,No,1,Yes,No,DSL,Month-to-month,49.3,No,24.65,49.3
Male,0,No,56,Yes,Yes,Fiber optic,One year,107.25,No,1.881578947368421,6006.0
Male,0,No,3,Yes,Yes,DSL,Month-to-month,23.6,No,5.9,70.80000000000001
Male,0,Yes,7,Yes,No,DSL,Month-to-month,69.7,No,8.7125,487.90000000000003
Male,0,Yes,59,Yes,Yes,Fiber optic,Two year,99.5,No,1.6583333333333334,5870.5
Male,0,No,7,Yes,No,DSL,Month-to-month,64.3,No,8.0375,450.09999999999997
Male,0,Yes,71,Yes,No,DSL,Two year,70.85,No,0.9840277777777777,5030.349999999999
Male,0,Yes,15,Yes,No,Fiber optic,One year,101.9,No,6.36875,1528.5
Male,0,No,71,Yes,Yes,DSL,Two year,73.5,No,1.0208333333333333,5218.5
Female,0,No,35,Yes,Yes,Fiber optic,Month-to-month,100.25,Yes,2.7847222222222223,3508.75
Female,0,No,11,No,No,DSL,One year,40.4,No,3.3666666666666667,444.4
Female,0,Yes,60,Yes,No,DSL,Two year,19.25,No,0.3155737704918033,1155.0
Male,1,No,47,Yes,Yes,DSL,Two year,59.6,No,1.2416666666666667,2801.2000000000003
Female,0,No,11,Yes,No,DSL,One year,64.9,No,5.408333333333334,713.9000000000001
Male,0,No,56,Yes,Yes,Fiber optic,One year,100.3,Yes,1.7596491228070175,5616.8
Female,1,No,28,Yes,Yes,Fiber optic,Month-to-month,110.85,No,3.822413793103448,3103.7999999999997
Male,0,No,61,Yes,No,DSL,Two year,81.05,No,1.307258064516129,4944.05
Male,0,Yes,31,Yes,Yes,Fiber optic,One year,98.05,No,3.0640625,3039.5499999999997
Male,0,No,9,Yes,No,Fiber optic,Month-to-month,70.5,No,7.05,634.5
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,94.55,No,2.6263888888888887,3309.25
Male,0,No,2,Yes,No,DSL,Month-to-month,19.65,No,6.55,39.3
Female,0,Yes,12,Yes,No,DSL,Month-to-month,19.0,Yes,1.4615384615384615,228.0
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,75.3,Yes,37.65,75.3
Female,1,No,4,Yes,Yes,Fiber optic,Month-to-month,89.2,Yes,17.84,356.8
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19.0,No,9.5,19.0
Female,0,No,3,Yes,No,DSL,Month-to-month,20.0,No,5.0,60.0
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,85.7,Yes,42.85,85.7
Male,0,No,52,Yes,No,DSL,Two year,63.25,No,1.1933962264150944,3289.0
Male,0,Yes,5,Yes,No,DSL,One year,20.1,No,3.35,100.5
Male,0,No,72,Yes,Yes,Fiber optic,Two year,99.15,No,1.358219178082192,7138.8
Male,0,Yes,71,Yes,Yes,DSL,Two year,90.4,No,1.2555555555555555,6418.400000000001
Male,0,No,72,Yes,Yes,Fiber optic,Two year,111.9,No,1.5328767123287672,8056.8
Male,0,Yes,46,Yes,Yes,DSL,One year,24.9,No,0.5297872340425531,1145.3999999999999
Male,0,Yes,63,Yes,Yes,DSL,Two year,83.5,No,1.3046875,5260.5
Male,0,No,30,Yes,No,Fiber optic,Month-to-month,84.3,No,2.7193548387096773,2529.0
