gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn
Male,0,No,70,Yes,Yes,Fiber optic,Two year,98.7,No
Female,0,Yes,40,Yes,Yes,DSL,Two year,24.8,No
Female,0,Yes,22,Yes,No,Fiber optic,Month-to-month,83.3,Yes
Female,1,No,1,Yes,No,Fiber optic,Month-to-month,75.3,Yes
Female,0,Yes,5,Yes,Yes,DSL,Month-to-month,24.3,No
Female,0,No,7,Yes,No,Fiber optic,Month-to-month,69.85,No
Male,0,Yes,29,Yes,Yes,Fiber optic,One year,100.55,No
Male,0,Yes,44,Yes,Yes,DSL,One year,25.7,No
Female,0,No,10,No,No,DSL,Month-to-month,40.7,No
Female,1,No,55,Yes,Yes,DSL,Month-to-month,51.65,No
Male,1,No,52,Yes,Yes,Fiber optic,One year,105.1,No
Female,0,Yes,10,Yes,Yes,Fiber optic,Month-to-month,85.95,No
Male,0,No,18,Yes,Yes,Fiber optic,Month-to-month,75.6,No
Female,0,No,68,Yes,Yes,DSL,One year,58.25,No
Female,0,Yes,61,Yes,No,DSL,Month-to-month,19.4,Yes
Female,0,Yes,72,No,No,DSL,Two year,65.2,No
Male,0,No,2,Yes,No,DSL,Month-to-month,53.45,No
Male,0,No,12,Yes,No,DSL,Month-to-month,45.4,Yes
Male,0,No,41,Yes,No,DSL,Two year,19.75,No
Female,0,No,26,No,No,DSL,Month-to-month,44.45,No
Male,0,No,36,Yes,No,DSL,One year,20.85,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,114.05,No
Male,0,No,35,Yes,Yes,Fiber optic,Month-to-month,89.85,No
Male,0,No,1,Yes,No,DSL,Month-to-month,55.05,No
Female,0,Yes,16,Yes,Yes,Fiber optic,Month-to-month,112.95,No
Female,1,No,49,Yes,Yes,Fiber optic,Month-to-month,101.55,No
Female,0,No,54,Yes,Yes,Fiber optic,One year,114.65,No
Female,0,Yes,18,Yes,Yes,DSL,Month-to-month,64.8,No
Female,0,No,36,Yes,No,Fiber optic,Month-to-month,80.4,No
Female,0,No,60,Yes,Yes,Fiber optic,Month-to-month,105.9,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,69.55,Yes
Female,0,Yes,52,Yes,Yes,DSL,Two year,25.05,No
Male,0,Yes,8,Yes,No,Fiber optic,Month-to-month,94.75,No
Male,0,Yes,72,Yes,No,Fiber optic,Two year,105.5,No
Female,0,No,64,Yes,Yes,DSL,One year,24.7,No
Female,1,No,22,Yes,No,DSL,Month-to-month,69.75,No
Male,0,No,60,No,No,DSL,Month-to-month,60.2,No
Female,0,Yes,28,Yes,No,Fiber optic,Month-to-month,81.05,Yes
Female,0,No,61,Yes,Yes,DSL,Two year,24.4,No
Female,0,No,24,Yes,Yes,Fiber optic,Month-to-month,104.15,No
Male,0,Yes,28,Yes,No,Fiber optic,One year,92.9,No
Female,0,Yes,30,Yes,No,DSL,Two year,80.8,No
Male,0,No,2,Yes,No,DSL,Month-to-month,20,No
Male,0,No,1,Yes,Yes,Fiber optic,Month-to-month,75.1,No
Male,0,Yes,6,Yes,No,DSL,Month-to-month,19.65,No
Female,0,No,24,Yes,No,DSL,Month-to-month,69.45,No
Male,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,101.15,Yes
Male,0,No,7,Yes,Yes,Fiber optic,Month-to-month,99.8,Yes
Male,1,No,72,Yes,Yes,Fiber optic,Two year,116.05,No
Male,0,No,70,No,No,DSL,Two year,40.05,No
Male,1,No,64,Yes,Yes,Fiber optic,Two year,102.1,No
Male,0,Yes,72,Yes,Yes,Fiber optic,One year,89.7,No
Female,0,Yes,44,Yes,No,DSL,Two year,19.9,No
Female,0,Yes,13,Yes,No,DSL,Month-to-month,55.95,Yes
Female,1,No,17,Yes,No,DSL,One year,20.65,No
Male,0,No,1,Yes,No,DSL,Month-to-month,55,Yes
Male,0,No,9,Yes,No,DSL,Month-to-month,70.05,No
Male,0,No,24,Yes,No,DSL,Month-to-month,53.6,No
Female,0,Yes,1,Yes,No,Fiber optic,Month-to-month,74.7,Yes
Male,0,No,24,Yes,Yes,Fiber optic,Month-to-month,80.25,Yes
Male,1,Yes,35,Yes,No,DSL,Month-to-month,76.05,No
Female,0,Yes,7,Yes,No,DSL,Month-to-month,75.7,No
Male,0,No,5,Yes,No,Fiber optic,Month-to-month,96.1,Yes
Female,0,Yes,15,Yes,No,Fiber optic,Month-to-month,69,Yes
Male,0,Yes,11,Yes,No,DSL,Two year,19.65,No
Female,0,No,48,No,No,DSL,Month-to-month,45.3,Yes
Female,1,No,20,Yes,No,Fiber optic,Month-to-month,81.45,No
Female,0,No,72,Yes,Yes,Fiber optic,One year,108.5,No
Female,0,Yes,8,Yes,No,Fiber optic,Month-to-month,83.55,Yes
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,84.5,No
Female,0,No,15,Yes,Yes,Fiber optic,Month-to-month,100.15,No
Male,0,No,72,Yes,Yes,DSL,Two year,88.6,No
Female,0,Yes,0,No,No,DSL,Two year,52.55,No
Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,74.35,Yes
Male,0,Yes,63,Yes,Yes,Fiber optic,Two year,104.8,No
Female,0,No,2,Yes,No,DSL,Month-to-month,59,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,74.4,Yes
Male,1,No,61,Yes,Yes,DSL,One year,64.05,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.4,No
Male,0,No,22,No,No,DSL,One year,43.75,Yes
Male,0,No,28,Yes,No,DSL,Month-to-month,60.9,No
Female,0,No,70,Yes,No,DSL,Two year,19.8,No
Female,1,No,5,No,No,DSL,Month-to-month,28.45,Yes
Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,99.7,Yes
Male,0,No,34,Yes,Yes,Fiber optic,One year,116.25,No
Female,1,No,71,Yes,Yes,Fiber optic,Two year,80.7,No
Female,0,Yes,70,Yes,Yes,DSL,One year,65.2,No
Female,0,Yes,52,Yes,No,Fiber optic,Month-to-month,84.05,No
Male,0,Yes,69,Yes,Yes,DSL,Two year,79.45,No
Female,1,No,20,Yes,Yes,Fiber optic,Month-to-month,94.1,Yes
Male,0,Yes,11,Yes,Yes,Fiber optic,Month-to-month,78,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,94.2,Yes
Female,0,Yes,6,Yes,Yes,Fiber optic,Month-to-month,80.5,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,19.85,No
Male,1,Yes,20,Yes,No,Fiber optic,One year,94.3,No
Male,0,No,61,Yes,Yes,Fiber optic,Month-to-month,106.45,No
Female,1,No,5,Yes,Yes,Fiber optic,Month-to-month,74.35,Yes
Female,0,No,56,Yes,Yes,Fiber optic,Month-to-month,105.45,No
Male,0,No,30,Yes,Yes,Fiber optic,Month-to-month,95,No
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,104.8,Yes
Female,0,No,28,Yes,No,DSL,One year,54.3,No
Female,1,No,5,Yes,No,Fiber optic,Month-to-month,70.05,No
Female,1,No,27,Yes,No,Fiber optic,Month-to-month,75.2,Yes
Male,0,No,12,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,67,Yes,Yes,Fiber optic,One year,105.4,No
Male,1,No,29,Yes,Yes,DSL,Month-to-month,51.6,No
Male,0,Yes,55,Yes,Yes,Fiber optic,Month-to-month,85.5,No
Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,75.6,Yes
Male,0,No,34,Yes,Yes,Fiber optic,Month-to-month,100.05,Yes
Male,0,No,52,Yes,No,Fiber optic,One year,91.25,No
Male,1,Yes,72,Yes,Yes,Fiber optic,Two year,115.75,No
Male,0,Yes,58,Yes,Yes,Fiber optic,One year,94.7,No
Male,0,Yes,35,Yes,No,DSL,Two year,19.6,No
Female,1,No,56,Yes,Yes,Fiber optic,Two year,99.9,No
Female,0,Yes,24,Yes,No,DSL,Two year,21.1,No
Male,0,Yes,70,Yes,No,DSL,Two year,20.05,No
Male,0,No,2,Yes,No,Fiber optic,Month-to-month,79.95,No
Male,1,Yes,68,Yes,Yes,Fiber optic,One year,107.15,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,85,Yes
Male,0,No,12,Yes,Yes,Fiber optic,Month-to-month,89.55,No
Female,0,No,63,Yes,Yes,Fiber optic,Month-to-month,81.55,No
Female,0,Yes,33,Yes,No,DSL,One year,58.45,No
Female,0,No,69,Yes,No,Fiber optic,One year,95.65,No
Female,0,Yes,60,Yes,No,DSL,Two year,80.6,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,113.1,No
Female,0,No,11,Yes,Yes,DSL,Month-to-month,58.95,No
Female,0,No,1,Yes,No,DSL,Month-to-month,19.55,No
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,86.05,Yes
Male,0,No,13,No,No,DSL,Month-to-month,45.55,Yes
Male,0,Yes,34,Yes,No,Fiber optic,One year,78.95,No
Male,0,Yes,39,Yes,No,Fiber optic,Month-to-month,86.3,Yes
Female,0,No,65,Yes,Yes,Fiber optic,One year,105.05,No
Male,1,No,50,Yes,Yes,Fiber optic,One year,101.9,No
Male,0,No,15,Yes,No,DSL,Month-to-month,19.75,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,110.3,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,115.6,No
Male,0,Yes,55,Yes,No,DSL,Two year,19.35,No
Female,0,Yes,23,Yes,Yes,DSL,Two year,25.6,No
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,80.35,Yes
Female,0,Yes,56,Yes,Yes,DSL,One year,68.75,No
Female,0,No,1,Yes,No,DSL,Month-to-month,19.9,No
Male,0,No,38,Yes,No,DSL,One year,70.6,No
Male,0,No,11,Yes,No,Fiber optic,Month-to-month,70.2,No
Male,0,No,1,Yes,No,DSL,Month-to-month,49.3,No
Male,0,No,56,Yes,Yes,Fiber optic,One year,107.25,No
Male,0,No,3,Yes,Yes,DSL,Month-to-month,23.6,No
Male,0,Yes,7,Yes,No,DSL,Month-to-month,69.7,No
Male,0,Yes,59,Yes,Yes,Fiber optic,Two year,99.5,No
Male,0,No,7,Yes,No,DSL,Month-to-month,64.3,No
Male,0,Yes,71,Yes,No,DSL,Two year,70.85,No
Male,0,Yes,15,Yes,No,Fiber optic,One year,101.9,No
Male,0,No,71,Yes,Yes,DSL,Two year,73.5,No
Female,0,No,35,Yes,Yes,Fiber optic,Month-to-month,100.25,Yes
Female,0,No,11,No,No,DSL,One year,40.4,No
Female,0,Yes,60,Yes,No,DSL,Two year,19.25,No
Male,1,No,47,Yes,Yes,DSL,Two year,59.6,No
Female,0,No,11,Yes,No,DSL,One year,64.9,No
Male,0,No,56,Yes,Yes,Fiber optic,One year,100.3,Yes
Female,1,No,28,Yes,Yes,Fiber optic,Month-to-month,110.85,No
Male,0,No,61,Yes,No,DSL,Two year,81.05,No
Male,0,Yes,31,Yes,Yes,Fiber optic,One year,98.05,No
Male,0,No,9,Yes,No,Fiber optic,Month-to-month,70.5,No
Male,1,No,35,Yes,Yes,Fiber optic,Month-to-month,94.55,No
Male,0,No,2,Yes,No,DSL,Month-to-month,19.65,No
Female,0,Yes,12,Yes,No,DSL,Month-to-month,19,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,75.3,Yes
Female,1,No,4,Yes,Yes,Fiber optic,Month-to-month,89.2,Yes
Female,0,Yes,1,Yes,No,DSL,Month-to-month,19,No
Female,0,No,3,Yes,No,DSL,Month-to-month,20,No
Female,1,No,1,Yes,Yes,Fiber optic,Month-to-month,85.7,Yes
Male,0,No,52,Yes,No,DSL,Two year,63.25,No
Male,0,Yes,5,Yes,No,DSL,One year,20.1,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,99.15,No
Male,0,Yes,71,Yes,Yes,DSL,Two year,90.4,No
Male,0,No,72,Yes,Yes,Fiber optic,Two year,111.9,No
Male,0,Yes,46,Yes,Yes,DSL,One year,24.9,No
Male,0,Yes,63,Yes,Yes,DSL,Two year,83.5,No
Male,0,No,30,Yes,No,Fiber optic,Month-to-month,84.3,No
Male,0,No,1,Yes,No,DSL,Month-to-month,45.6,No
Female,0,No,12,Yes,Yes,DSL,Month-to-month,61.65,Yes
Male,0,No,16,No,No,DSL,Two year,54.85,No
Male,0,No,4,Yes,Yes,DSL,Month-to-month,65.55,No
Male,0,No,51,Yes,Yes,Fiber optic,One year,90.35,No
Male,0,No,65,Yes,No,DSL,Two year,20.4,No
Male,0,No,16,Yes,No,Fiber optic,Month-to-month,74.55,No
Male,0,No,2,Yes,No,DSL,One year,19.95,No
Female,0,Yes,66,Yes,Yes,Fiber optic,One year,74.25,No
Male,0,No,46,Yes,Yes,Fiber optic,Two year,108.65,No
Female,0,No,32,Yes,Yes,Fiber optic,One year,109.55,No
Male,0,No,72,Yes,Yes,DSL,Two year,86.65,No
Male,0,Yes,38,Yes,No,DSL,Two year,81,No
Male,0,Yes,51,Yes,No,DSL,One year,47.85,No
Male,0,Yes,72,Yes,Yes,Fiber optic,Two year,114.55,No
Female,1,No,65,Yes,Yes,Fiber optic,Month-to-month,105.25,Yes
Male,0,Yes,9,No,No,DSL,Month-to-month,29.95,Yes
Female,0,Yes,9,Yes,No,DSL,Month-to-month,65,Yes
Male,0,Yes,66,Yes,No,DSL,Two year,20.55,No
Female,1,No,44,Yes,Yes,Fiber optic,One year,109.8,No
Male,0,No,50,Yes,Yes,DSL,Two year,69.5,No
Female,0,No,15,Yes,Yes,DSL,Month-to-month,48.85,No
Male,0,No,8,No,No,DSL,Month-to-month,25.25,No
Female,1,No,66,Yes,Yes,Fiber optic,One year,102.85,No
Female,0,No,57,Yes,Yes,Fiber optic,Month-to-month,87.55,No
Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,78.55,No
Male,1,Yes,10,No,No,DSL,Month-to-month,34.55,No
Female,0,No,62,Yes,Yes,Fiber optic,One year,92.05,No
Male,0,Yes,40,Yes,No,Fiber optic,One year,85.05,No
Female,0,No,20,Yes,No,DSL,Two year,19.7,No
Female,0,No,7,Yes,No,DSL,Month-to-month,20,Yes
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,95.15,No
Male,0,No,23,Yes,Yes,Fiber optic,Month-to-month,84.25,No
Female,1,No,66,Yes,Yes,Fiber optic,One year,104.6,No
Female,1,No,72,Yes,Yes,Fiber optic,Two year,111.65,No
Male,1,No,49,Yes,Yes,Fiber optic,Month-to-month,90.05,Yes
Male,1,Yes,43,Yes,Yes,Fiber optic,Month-to-month,110.75,Yes
Female,0,No,46,Yes,Yes,DSL,Month-to-month,55,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,89.85,No
Male,0,No,10,Yes,No,DSL,One year,20.35,No
Female,0,No,40,No,No,DSL,One year,54.55,No
Female,0,Yes,65,Yes,Yes,Fiber optic,Month-to-month,105.5,Yes
Male,0,No,31,Yes,No,Fiber optic,Two year,99.45,No
Female,0,No,68,Yes,Yes,DSL,Two year,70.9,No
Male,1,Yes,56,Yes,Yes,Fiber optic,One year,104.55,Yes
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,85.25,Yes
Male,0,Yes,68,Yes,Yes,DSL,Two year,25.4,No
Female,0,Yes,43,Yes,No,DSL,Month-to-month,56.15,Yes
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,89.55,Yes
Female,1,No,49,Yes,No,Fiber optic,One year,89.85,No
Female,0,Yes,15,Yes,Yes,DSL,Month-to-month,25.25,No
Male,1,No,20,Yes,Yes,Fiber optic,Month-to-month,94.55,Yes
Male,0,No,1,Yes,No,DSL,Month-to-month,45.7,Yes
Male,0,Yes,50,Yes,Yes,DSL,One year,69.65,No
Female,1,No,2,Yes,Yes,Fiber optic,Month-to-month,89.5,Yes
Male,1,No,24,Yes,No,Fiber optic,Month-to-month,70,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,69.55,Yes
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,74.6,Yes
Male,0,Yes,35,Yes,No,DSL,Two year,20.1,No
Female,0,No,17,Yes,Yes,DSL,Month-to-month,24.8,No
Female,1,No,8,Yes,No,DSL,Month-to-month,19.65,Yes
Male,0,No,10,Yes,No,Fiber optic,Month-to-month,95.1,No
Male,0,Yes,68,Yes,Yes,DSL,Two year,88.85,No
Male,0,No,45,Yes,No,DSL,One year,78.8,No
Male,0,Yes,2,Yes,No,DSL,One year,19.85,Yes
Male,0,No,37,Yes,No,DSL,Month-to-month,20.35,No
Female,0,No,4,No,No,DSL,Month-to-month,24.25,Yes
Female,0,No,10,Yes,No,DSL,Month-to-month,45.25,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.05,No
Male,0,Yes,65,Yes,Yes,DSL,Two year,69.55,No
Female,0,Yes,57,Yes,No,DSL,Two year,19.5,No
Female,0,No,3,Yes,No,Fiber optic,Month-to-month,74.75,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,69.65,Yes
Male,0,No,49,No,No,DSL,Month-to-month,30.2,No
Female,0,No,4,Yes,No,DSL,Month-to-month,45.65,Yes
Female,0,No,70,No,No,DSL,Two year,57.8,No
Female,0,Yes,53,Yes,No,DSL,One year,19.85,No
Male,0,Yes,53,Yes,Yes,DSL,Two year,25.55,No
Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,75.05,Yes
Male,0,No,22,Yes,Yes,DSL,Month-to-month,24.85,No
Male,1,No,52,No,No,DSL,Month-to-month,49.15,Yes
Male,1,No,65,Yes,Yes,Fiber optic,Two year,110.35,No
Female,0,No,48,Yes,Yes,DSL,One year,24.55,No
Female,0,No,2,No,No,DSL,Month-to-month,34.7,Yes
Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,107.95,No
Male,0,No,45,Yes,Yes,Fiber optic,Month-to-month,81.4,No
Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,80,Yes
Female,0,Yes,61,Yes,No,DSL,Two year,73.8,No
Male,0,No,3,Yes,No,DSL,Month-to-month,64.4,No
Female,1,No,40,Yes,Yes,Fiber optic,One year,103.75,No
Female,0,No,1,Yes,No,Fiber optic,Month-to-month,71.1,No
Female,0,No,1,Yes,No,DSL,Month-to-month,49.9,No
Male,0,No,51,Yes,Yes,DSL,One year,24.6,No
Male,1,No,2,Yes,No,DSL,Month-to-month,49.25,Yes
Male,0,No,52,No,No,DSL,One year,30.1,No
Male,0,No,51,Yes,Yes,Fiber optic,Month-to-month,83.4,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.45,No
Male,0,Yes,31,Yes,Yes,DSL,One year,75.25,No
Male,0,Yes,47,Yes,No,DSL,One year,20.55,No
Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,75.1,Yes
Female,1,No,22,Yes,No,DSL,One year,20.05,No
Female,0,No,1,Yes,No,DSL,Month-to-month,20.65,No
Male,0,No,72,Yes,Yes,DSL,Two year,85.15,No
Male,0,Yes,3,Yes,No,DSL,Month-to-month,50.15,Yes
Male,1,Yes,47,Yes,No,Fiber optic,One year,84.95,No
Male,0,Yes,72,Yes,Yes,DSL,Two year,66.5,No
Male,0,Yes,66,Yes,Yes,DSL,Two year,63.3,No
Male,0,No,35,Yes,Yes,Fiber optic,Month-to-month,83.15,No
Male,0,No,29,Yes,Yes,Fiber optic,Month-to-month,84.9,No
Female,0,No,2,Yes,No,DSL,Month-to-month,20.55,No
Male,0,No,4,Yes,No,DSL,Month-to-month,49.25,No
Female,0,No,25,Yes,No,Fiber optic,Month-to-month,79.85,Yes
Female,0,No,65,Yes,No,DSL,Two year,59.6,No
Male,1,No,27,Yes,Yes,Fiber optic,One year,104.65,No
Male,0,No,29,Yes,No,Fiber optic,Month-to-month,75.3,No
Male,0,Yes,29,Yes,Yes,DSL,Month-to-month,80.1,No
Male,0,No,1,Yes,No,DSL,Month-to-month,19.55,Yes
Female,0,No,20,Yes,No,Fiber optic,Month-to-month,81,No
Female,0,No,58,Yes,Yes,DSL,Two year,24.7,No
Female,0,Yes,14,Yes,Yes,Fiber optic,Month-to-month,86,No
Male,0,No,72,Yes,Yes,DSL,Two year,25.4,No
Male,0,No,46,Yes,Yes,Fiber optic,Month-to-month,89.15,No
Female,0,No,71,No,No,DSL,Two year,58.25,No
Male,0,No,32,Yes,Yes,Fiber optic,Month-to-month,85.65,No
Female,0,No,26,No,No,DSL,Month-to-month,50.35,No
Male,1,No,68,Yes,Yes,Fiber optic,Month-to-month,80.35,No
Male,0,Yes,2,Yes,No,DSL,One year,20.2,No
Male,0,Yes,61,Yes,No,DSL,Two year,20.55,No
Female,0,Yes,4,Yes,Yes,Fiber optic,Month-to-month,85.95,Yes
Male,0,No,3,Yes,No,DSL,Month-to-month,45.35,Yes
Male,1,No,33,Yes,Yes,Fiber optic,Month-to-month,94.5,Yes
Male,1,No,9,Yes,No,DSL,Month-to-month,21.25,No
Female,0,No,22,Yes,Yes,DSL,Two year,26.25,No
Female,0,Yes,5,Yes,No,Fiber optic,Month-to-month,80.85,No
Female,1,No,30,Yes,Yes,Fiber optic,Month-to-month,91.7,Yes
Male,0,No,65,Yes,Yes,DSL,Two year,74.2,No
Female,0,No,45,Yes,Yes,Fiber optic,Month-to-month,87.25,Yes
Male,0,No,5,Yes,No,DSL,Month-to-month,20.35,No
Male,0,Yes,25,Yes,No,Fiber optic,Month-to-month,75.5,No
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,79.05,No
Female,0,No,27,Yes,Yes,Fiber optic,Month-to-month,90.15,No
Male,0,Yes,32,No,No,DSL,Month-to-month,50.6,No
Female,0,No,30,Yes,Yes,Fiber optic,One year,110.45,No
Male,0,No,70,Yes,No,Fiber optic,Two year,101,No
Male,1,No,42,Yes,Yes,Fiber optic,Month-to-month,79.35,No
Female,1,No,72,Yes,Yes,DSL,Two year,89.85,No
Female,0,No,47,Yes,Yes,DSL,Two year,65,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,80.45,No
Male,0,No,10,Yes,Yes,Fiber optic,Month-to-month,98.55,Yes
Female,0,Yes,61,Yes,Yes,DSL,Two year,24.1,No
Female,0,No,5,Yes,No,DSL,Month-to-month,44.05,No
Female,1,No,72,Yes,Yes,Fiber optic,Two year,110.8,No
Male,1,Yes,72,Yes,Yes,Fiber optic,Two year,114.95,No
Female,1,No,3,Yes,No,Fiber optic,Month-to-month,75.05,No
Male,0,No,48,Yes,No,DSL,Two year,19.25,No
Female,0,No,63,Yes,No,Fiber optic,One year,90.05,No
Female,0,No,27,Yes,No,DSL,Month-to-month,56.7,No
Male,0,Yes,70,Yes,No,DSL,Two year,80.15,No
Male,0,Yes,7,Yes,No,DSL,Month-to-month,71.35,No
Male,0,Yes,0,Yes,No,DSL,Two year,20.25,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,90.35,No
Male,1,No,20,Yes,Yes,Fiber optic,Month-to-month,98.55,Yes
Male,0,No,66,Yes,No,DSL,Two year,19.7,No
Female,0,No,3,Yes,No,DSL,Month-to-month,19.85,No
Female,0,Yes,15,Yes,No,Fiber optic,Month-to-month,85.9,Yes
Female,0,Yes,72,Yes,Yes,Fiber optic,Two year,90.35,No
Male,0,No,1,Yes,No,DSL,Month-to-month,20.8,No
Female,0,No,22,Yes,No,Fiber optic,Month-to-month,89.25,Yes
Male,0,No,3,Yes,No,Fiber optic,Month-to-month,70.3,Yes
Female,0,Yes,72,Yes,Yes,DSL,Two year,66.85,No
Male,0,Yes,65,Yes,No,DSL,Two year,19.9,No
Female,0,No,11,No,No,DSL,Month-to-month,35.8,No
Male,0,No,22,Yes,Yes,Fiber optic,Month-to-month,78.85,No
Male,0,No,14,Yes,No,DSL,One year,20.4,No
Male,0,No,41,Yes,No,Fiber optic,Month-to-month,74.25,No
Male,0,No,17,Yes,No,DSL,One year,64.8,No
Male,0,No,11,Yes,No,DSL,Month-to-month,20.45,No
Male,0,No,15,Yes,Yes,Fiber optic,Month-to-month,93.35,Yes
Female,0,No,1,Yes,No,DSL,Month-to-month,19.9,Yes
Female,0,No,5,Yes,No,Fiber optic,Month-to-month,88.9,Yes
Male,0,No,33,Yes,No,Fiber optic,One year,95.8,Yes
Female,0,No,72,Yes,Yes,Fiber optic,Two year,110.65,No
Female,0,Yes,3,No,No,DSL,Month-to-month,40.3,No
Male,0,No,2,Yes,Yes,Fiber optic,Month-to-month,82,Yes
Female,0,No,59,Yes,Yes,Fiber optic,One year,107,No
Male,0,No,2,Yes,No,DSL,Month-to-month,45.35,Yes
Male,0,Yes,71,Yes,No,DSL,Two year,73.35,No
Female,0,Yes,5,Yes,No,DSL,Month-to-month,44.8,No
Male,0,Yes,27,Yes,No,DSL,Month-to-month,54.75,No
Female,0,No,1,Yes,No,DSL,Month-to-month,52.2,Yes
Male,0,Yes,63,No,No,DSL,One year,40.6,No
Female,1,No,46,Yes,Yes,Fiber optic,One year,110,Yes
Male,0,Yes,72,Yes,Yes,DSL,Two year,55.3,No
Female,0,No,34,Yes,Yes,DSL,Month-to-month,60.85,No
Female,0,Yes,24,Yes,Yes,DSL,One year,78.4,No
Male,0,No,72,Yes,Yes,DSL,Two year,69.65,No
Female,0,Yes,60,No,No,DSL,Two year,59.85,No
Male,0,No,68,Yes,Yes,DSL,One year,76.9,No
Female,0,Yes,8,Yes,No,DSL,Two year,19.85,No
Female,0,Yes,34,Yes,No,DSL,Two year,67.65,No
Female,0,No,6,No,No,DSL,Month-to-month,45,No
Male,0,No,2,Yes,No,DSL,Month-to-month,64.2,No
Male,0,No,31,Yes,Yes,Fiber optic,One year,81.7,No
Female,0,Yes,20,Yes,Yes,DSL,Month-to-month,25.55,No
Female,0,Yes,1,Yes,No,DSL,Month-to-month,20,No
Male,0,No,62,Yes,Yes,Fiber optic,One year,96.75,Yes
Female,1,No,70,Yes,Yes,Fiber optic,Two year,75.65,No
Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,98.5,Yes
Male,0,Yes,39,Yes,Yes,DSL,Two year,23.8,No
Female,0,No,46,Yes,No,DSL,Two year,64.2,No
Male,0,No,6,Yes,No,Fiber optic,Month-to-month,85.35,Yes
Female,0,Yes,72,Yes,Yes,DSL,Two year,76.8,No
Male,0,No,18,Yes,No,DSL,Month-to-month,55.2,No
Male,0,No,71,Yes,Yes,Fiber optic,Two year,108.55,No
Male,0,No,40,Yes,Yes,Fiber optic,Month-to-month,101.3,Yes
Male,0,No,1,Yes,No,Fiber optic,Month-to-month,69.55,Yes
Male,0,No,58,Yes,Yes,Fiber optic,One year,103.25,Yes
Male,0,No,70,Yes,Yes,Fiber optic,Two year,104,Yes
Female,0,No,42,Yes,Yes,DSL,Two year,25.25,No
Male,0,Yes,34,No,No,DSL,One year,30.4,No
Male,1,No,5,Yes,No,DSL,Month-to-month,20.05,No
Female,0,No,25,Yes,Yes,Fiber optic,Month-to-month,84.6,No
Female,0,No,2,Yes,No,Fiber optic,Month-to-month,86.2,Yes
Female,0,Yes,55,Yes,No,Fiber optic,One year,103.7,No
Male,0,No,21,Yes,Yes,Fiber optic,Month-to-month,111.2,Yes
Male,0,No,70,Yes,Yes,Fiber optic,Two year,88,No
Female,0,No,61,Yes,Yes,Fiber optic,Month-to-month,106.35,No
Male,0,Yes,43,Yes,No,DSL,Two year,79.15,No
Male,0,No,47,Yes,Yes,Fiber optic,One year,103.1,No
Male,0,No,5,Yes,No,DSL,Month-to-month,63.95,No
Female,0,No,62,Yes,Yes,DSL,Two year,25.8,No
Female,0,Yes,16,Yes,No,Fiber optic,Month-to-month,89.45,Yes
Male,1,No,7,Yes,Yes,Fiber optic,Month-to-month,95.6,Yes
Female,0,Yes,14,Yes,Yes,DSL,Month-to-month,25.55,No
Male,0,Yes,60,Yes,No,Fiber optic,One year,90.95,Yes
